token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
57828,BANKNIFTY26JUN2554800PE,BANKNIFTY,26JUN2025,5480000.000000,30,OPTIDX,NFO,5.000000
57835,BANKNIFTY26JUN2555200CE,BANKNIFTY,26JUN2025,5520000.000000,30,OPTIDX,NFO,5.000000
57842,BANKNIFTY26JUN2555600PE,BANKNIFTY,26JUN2025,5560000.000000,30,OPTIDX,NFO,5.000000
57933,BANKNIFTY26JUN2558000CE,BANKNIFTY,26JUN2025,5800000.000000,30,OPTIDX,NFO,5.000000
57981,BANKNIFTY26JUN2559000PE,BANKNIFTY,26JUN2025,5900000.000000,30,OPTIDX,NFO,5.000000
57904,BANKNIFTY26JUN2556500PE,BANKNIFTY,26JUN2025,5650000.000000,30,OPTIDX,NFO,5.000000
58039,BANKNIFTY29MAY2540500CE,BANKNIFTY,29MAY2025,4050000.000000,30,OPTIDX,NFO,5.000000
58172,BANKNIFTY29MAY2543900CE,BANKNIFTY,29MAY2025,4390000.000000,30,OPTIDX,NFO,5.000000
58197,BANKNIFTY29MAY2544200CE,BANKNIFTY,29MAY2025,4420000.000000,30,OPTIDX,NFO,5.000000
58201,BANKNIFTY29MAY2544400CE,BANKNIFTY,29MAY2025,4440000.000000,30,OPTIDX,NFO,5.000000
58303,BANKNIFTY29MAY2548600CE,BANKNIFTY,29MAY2025,4860000.000000,30,OPTIDX,NFO,5.000000
58250,BANKNIFTY29MAY2546200PE,BANKNIFTY,29MAY2025,4620000.000000,30,OPTIDX,NFO,5.000000
58281,BANKNIFTY29MAY2547700CE,BANKNIFTY,29MAY2025,4770000.000000,30,OPTIDX,NFO,5.000000
58290,BANKNIFTY29MAY2548000PE,BANKNIFTY,29MAY2025,4800000.000000,30,OPTIDX,NFO,5.000000
58352,BANKNIFTY29MAY2550700PE,BANKNIFTY,29MAY2025,5070000.000000,30,OPTIDX,NFO,5.000000
58368,BANKNIFTY29MAY2551300CE,BANKNIFTY,29MAY2025,5130000.000000,30,OPTIDX,NFO,5.000000
58371,BANKNIFTY29MAY2551400CE,BANKNIFTY,29MAY2025,5140000.000000,30,OPTIDX,NFO,5.000000
58305,BANKNIFTY29MAY2548700CE,BANKNIFTY,29MAY2025,4870000.000000,30,OPTIDX,NFO,5.000000
58399,BANKNIFTY29MAY2551700PE,BANKNIFTY,29MAY2025,5170000.000000,30,OPTIDX,NFO,5.000000
58432,BANKNIFTY29MAY2552200PE,BANKNIFTY,29MAY2025,5220000.000000,30,OPTIDX,NFO,5.000000
58405,BANKNIFTY29MAY2552000PE,BANKNIFTY,29MAY2025,5200000.000000,30,OPTIDX,NFO,5.000000
58400,BANKNIFTY29MAY2551800CE,BANKNIFTY,29MAY2025,5180000.000000,30,OPTIDX,NFO,5.000000
58531,BANKNIFTY29MAY2553800PE,BANKNIFTY,29MAY2025,5380000.000000,30,OPTIDX,NFO,5.000000
58515,BANKNIFTY26MAR2648000PE,BANKNIFTY,26MAR2026,4800000.000000,30,OPTIDX,NFO,5.000000
58517,BANKNIFTY26MAR2649500PE,BANKNIFTY,26MAR2026,4950000.000000,30,OPTIDX,NFO,5.000000
58486,BANKNIFTY29MAY2552900PE,BANKNIFTY,29MAY2025,5290000.000000,30,OPTIDX,NFO,5.000000
58537,BANKNIFTY29MAY2553900PE,BANKNIFTY,29MAY2025,5390000.000000,30,OPTIDX,NFO,5.000000
58538,BANKNIFTY29MAY2554000CE,BANKNIFTY,29MAY2025,5400000.000000,30,OPTIDX,NFO,5.000000
58547,BANKNIFTY29MAY2554400PE,BANKNIFTY,29MAY2025,5440000.000000,30,OPTIDX,NFO,5.000000
58561,BANKNIFTY29MAY2555100CE,BANKNIFTY,29MAY2025,5510000.000000,30,OPTIDX,NFO,5.000000
58566,BANKNIFTY29MAY2555300PE,BANKNIFTY,29MAY2025,5530000.000000,30,OPTIDX,NFO,5.000000
58578,BANKNIFTY29MAY2555900PE,BANKNIFTY,29MAY2025,5590000.000000,30,OPTIDX,NFO,5.000000
58599,BANKNIFTY29MAY2557000CE,BANKNIFTY,29MAY2025,5700000.000000,30,OPTIDX,NFO,5.000000
58614,BANKNIFTY29MAY2557500PE,BANKNIFTY,29MAY2025,5750000.000000,30,OPTIDX,NFO,5.000000
58747,FINNIFTY24APR2523350PE,FINNIFTY,24APR2025,2335000.000000,65,OPTIDX,NFO,5.000000
58780,FINNIFTY24APR2524550PE,FINNIFTY,24APR2025,2455000.000000,65,OPTIDX,NFO,5.000000
58781,FINNIFTY24APR2524650CE,FINNIFTY,24APR2025,2465000.000000,65,OPTIDX,NFO,5.000000
58703,BANKNIFTY29MAY2558500CE,BANKNIFTY,29MAY2025,5850000.000000,30,OPTIDX,NFO,5.000000
58899,FINNIFTY24APR2525150CE,FINNIFTY,24APR2025,2515000.000000,65,OPTIDX,NFO,5.000000
58931,FINNIFTY24APR2526150CE,FINNIFTY,24APR2025,2615000.000000,65,OPTIDX,NFO,5.000000
58928,FINNIFTY24APR2525950PE,FINNIFTY,24APR2025,2595000.000000,65,OPTIDX,NFO,5.000000
58920,FINNIFTY24APR2525550PE,FINNIFTY,24APR2025,2555000.000000,65,OPTIDX,NFO,5.000000
59575,FINNIFTY26JUN2521500CE,FINNIFTY,26JUN2025,2150000.000000,65,OPTIDX,NFO,5.000000
59576,FINNIFTY26JUN2521500PE,FINNIFTY,26JUN2025,2150000.000000,65,OPTIDX,NFO,5.000000
59715,FINNIFTY29MAY2521500PE,FINNIFTY,29MAY2025,2150000.000000,65,OPTIDX,NFO,5.000000
59712,FINNIFTY29MAY2521400CE,FINNIFTY,29MAY2025,2140000.000000,65,OPTIDX,NFO,5.000000
59739,FINNIFTY29MAY2522300PE,FINNIFTY,29MAY2025,2230000.000000,65,OPTIDX,NFO,5.000000
59748,FINNIFTY29MAY2522800CE,FINNIFTY,29MAY2025,2280000.000000,65,OPTIDX,NFO,5.000000
59724,FINNIFTY29MAY2521900CE,FINNIFTY,29MAY2025,2190000.000000,65,OPTIDX,NFO,5.000000
59720,FINNIFTY29MAY2521800CE,FINNIFTY,29MAY2025,2180000.000000,65,OPTIDX,NFO,5.000000
59749,FINNIFTY29MAY2522800PE,FINNIFTY,29MAY2025,2280000.000000,65,OPTIDX,NFO,5.000000
59751,FINNIFTY29MAY2522900PE,FINNIFTY,29MAY2025,2290000.000000,65,OPTIDX,NFO,5.000000
59795,FINNIFTY26JUN2523200CE,FINNIFTY,26JUN2025,2320000.000000,65,OPTIDX,NFO,5.000000
59820,FINNIFTY26JUN2523500PE,FINNIFTY,26JUN2025,2350000.000000,65,OPTIDX,NFO,5.000000
59849,FINNIFTY26JUN2524600CE,FINNIFTY,26JUN2025,2460000.000000,65,OPTIDX,NFO,5.000000
59841,FINNIFTY26JUN2524200CE,FINNIFTY,26JUN2025,2420000.000000,65,OPTIDX,NFO,5.000000
59850,FINNIFTY26JUN2524600PE,FINNIFTY,26JUN2025,2460000.000000,65,OPTIDX,NFO,5.000000
59898,FINNIFTY26JUN2526200PE,FINNIFTY,26JUN2025,2620000.000000,65,OPTIDX,NFO,5.000000
59932,FINNIFTY29MAY2523700PE,FINNIFTY,29MAY2025,2370000.000000,65,OPTIDX,NFO,5.000000
59978,FINNIFTY29MAY2524500PE,FINNIFTY,29MAY2025,2450000.000000,65,OPTIDX,NFO,5.000000
59914,FINNIFTY26JUN2526600PE,FINNIFTY,26JUN2025,2660000.000000,65,OPTIDX,NFO,5.000000
59915,FINNIFTY26JUN2526700CE,FINNIFTY,26JUN2025,2670000.000000,65,OPTIDX,NFO,5.000000
60032,FINNIFTY29MAY2525200PE,FINNIFTY,29MAY2025,2520000.000000,65,OPTIDX,NFO,5.000000
60047,FINNIFTY29MAY2525700CE,FINNIFTY,29MAY2025,2570000.000000,65,OPTIDX,NFO,5.000000
60018,FINNIFTY29MAY2524800CE,FINNIFTY,29MAY2025,2480000.000000,65,OPTIDX,NFO,5.000000
60029,FINNIFTY26JUN2528000PE,FINNIFTY,26JUN2025,2800000.000000,65,OPTIDX,NFO,5.000000
60055,FINNIFTY29MAY2525900CE,FINNIFTY,29MAY2025,2590000.000000,65,OPTIDX,NFO,5.000000
60063,FINNIFTY29MAY2526100CE,FINNIFTY,29MAY2025,2610000.000000,65,OPTIDX,NFO,5.000000
60068,FINNIFTY29MAY2526300PE,FINNIFTY,29MAY2025,2630000.000000,65,OPTIDX,NFO,5.000000
60088,FINNIFTY29MAY2526800PE,FINNIFTY,29MAY2025,2680000.000000,65,OPTIDX,NFO,5.000000
60384,MIDCPNIFTY29MAY259300PE,MIDCPNIFTY,29MAY2025,930000.000000,120,OPTIDX,NFO,5.000000
60089,FINNIFTY29MAY2526900CE,FINNIFTY,29MAY2025,2690000.000000,65,OPTIDX,NFO,5.000000
60104,BANKNIFTY24DEC2540500PE,BANKNIFTY,24DEC2025,4050000.000000,30,OPTIDX,NFO,5.000000
60116,FINNIFTY29MAY2527000PE,FINNIFTY,29MAY2025,2700000.000000,65,OPTIDX,NFO,5.000000
60547,MIDCPNIFTY29MAY2510175CE,MIDCPNIFTY,29MAY2025,1017500.000000,120,OPTIDX,NFO,5.000000
60548,MIDCPNIFTY29MAY2510175PE,MIDCPNIFTY,29MAY2025,1017500.000000,120,OPTIDX,NFO,5.000000
60554,MIDCPNIFTY29MAY2510225PE,MIDCPNIFTY,29MAY2025,1022500.000000,120,OPTIDX,NFO,5.000000
60557,MIDCPNIFTY26JUN259700CE,MIDCPNIFTY,26JUN2025,970000.000000,120,OPTIDX,NFO,5.000000
60574,MIDCPNIFTY29MAY2510275PE,MIDCPNIFTY,29MAY2025,1027500.000000,120,OPTIDX,NFO,5.000000
60584,MIDCPNIFTY29MAY2510350CE,MIDCPNIFTY,29MAY2025,1035000.000000,120,OPTIDX,NFO,5.000000
60596,MIDCPNIFTY29MAY2510500CE,MIDCPNIFTY,29MAY2025,1050000.000000,120,OPTIDX,NFO,5.000000
60599,MIDCPNIFTY29MAY2510525PE,MIDCPNIFTY,29MAY2025,1052500.000000,120,OPTIDX,NFO,5.000000
60630,MIDCPNIFTY29MAY2510900CE,MIDCPNIFTY,29MAY2025,1090000.000000,120,OPTIDX,NFO,5.000000
60613,MIDCPNIFTY29MAY2510700PE,MIDCPNIFTY,29MAY2025,1070000.000000,120,OPTIDX,NFO,5.000000
60614,MIDCPNIFTY29MAY2510725CE,MIDCPNIFTY,29MAY2025,1072500.000000,120,OPTIDX,NFO,5.000000
60628,MIDCPNIFTY29MAY2510875CE,MIDCPNIFTY,29MAY2025,1087500.000000,120,OPTIDX,NFO,5.000000
60634,MIDCPNIFTY29MAY2510950CE,MIDCPNIFTY,29MAY2025,1095000.000000,120,OPTIDX,NFO,5.000000
60637,MIDCPNIFTY29MAY2510975PE,MIDCPNIFTY,29MAY2025,1097500.000000,120,OPTIDX,NFO,5.000000
60639,MIDCPNIFTY29MAY2511000PE,MIDCPNIFTY,29MAY2025,1100000.000000,120,OPTIDX,NFO,5.000000
60645,MIDCPNIFTY29MAY2511075PE,MIDCPNIFTY,29MAY2025,1107500.000000,120,OPTIDX,NFO,5.000000
60651,MIDCPNIFTY29MAY2511150PE,MIDCPNIFTY,29MAY2025,1115000.000000,120,OPTIDX,NFO,5.000000
60678,MIDCPNIFTY26JUN2510100PE,MIDCPNIFTY,26JUN2025,1010000.000000,120,OPTIDX,NFO,5.000000
60744,MIDCPNIFTY29MAY2511525CE,MIDCPNIFTY,29MAY2025,1152500.000000,120,OPTIDX,NFO,5.000000
60722,MIDCPNIFTY26JUN2510400PE,MIDCPNIFTY,26JUN2025,1040000.000000,120,OPTIDX,NFO,5.000000
60754,MIDCPNIFTY29MAY2511600CE,MIDCPNIFTY,29MAY2025,1160000.000000,120,OPTIDX,NFO,5.000000
60767,MIDCPNIFTY29MAY2511750PE,MIDCPNIFTY,29MAY2025,1175000.000000,120,OPTIDX,NFO,5.000000
60786,MIDCPNIFTY29MAY2511850PE,MIDCPNIFTY,29MAY2025,1185000.000000,120,OPTIDX,NFO,5.000000
60801,MIDCPNIFTY26JUN2510625PE,MIDCPNIFTY,26JUN2025,1062500.000000,120,OPTIDX,NFO,5.000000
60834,MIDCPNIFTY29MAY2512300PE,MIDCPNIFTY,29MAY2025,1230000.000000,120,OPTIDX,NFO,5.000000
60809,MIDCPNIFTY29MAY2512000CE,MIDCPNIFTY,29MAY2025,1200000.000000,120,OPTIDX,NFO,5.000000
60814,MIDCPNIFTY29MAY2512050PE,MIDCPNIFTY,29MAY2025,1205000.000000,120,OPTIDX,NFO,5.000000
60824,MIDCPNIFTY29MAY2512175PE,MIDCPNIFTY,29MAY2025,1217500.000000,120,OPTIDX,NFO,5.000000
60837,MIDCPNIFTY29MAY2512325CE,MIDCPNIFTY,29MAY2025,1232500.000000,120,OPTIDX,NFO,5.000000
60926,MIDCPNIFTY29MAY2513100PE,MIDCPNIFTY,29MAY2025,1310000.000000,120,OPTIDX,NFO,5.000000
61036,MIDCPNIFTY26JUN2510925PE,MIDCPNIFTY,26JUN2025,1092500.000000,120,OPTIDX,NFO,5.000000
61024,MIDCPNIFTY26JUN2510825PE,MIDCPNIFTY,26JUN2025,1082500.000000,120,OPTIDX,NFO,5.000000
61069,MIDCPNIFTY26JUN2511150PE,MIDCPNIFTY,26JUN2025,1115000.000000,120,OPTIDX,NFO,5.000000
61070,MIDCPNIFTY26JUN2511175CE,MIDCPNIFTY,26JUN2025,1117500.000000,120,OPTIDX,NFO,5.000000
61089,MIDCPNIFTY26JUN2511225PE,MIDCPNIFTY,26JUN2025,1122500.000000,120,OPTIDX,NFO,5.000000
61095,MIDCPNIFTY26JUN2511250PE,MIDCPNIFTY,26JUN2025,1125000.000000,120,OPTIDX,NFO,5.000000
61330,NIFTY29MAY2520500PE,NIFTY,29MAY2025,2050000.000000,75,OPTIDX,NFO,5.000000
61160,MIDCPNIFTY26JUN2511375PE,MIDCPNIFTY,26JUN2025,1137500.000000,120,OPTIDX,NFO,5.000000
61218,MIDCPNIFTY26JUN2511550PE,MIDCPNIFTY,26JUN2025,1155000.000000,120,OPTIDX,NFO,5.000000
61228,MIDCPNIFTY26JUN2511600PE,MIDCPNIFTY,26JUN2025,1160000.000000,120,OPTIDX,NFO,5.000000
61344,NIFTY29MAY2520800PE,NIFTY,29MAY2025,2080000.000000,75,OPTIDX,NFO,5.000000
61368,MIDCPNIFTY26JUN2511675PE,MIDCPNIFTY,26JUN2025,1167500.000000,120,OPTIDX,NFO,5.000000
61378,NIFTY29MAY2521250PE,NIFTY,29MAY2025,2125000.000000,75,OPTIDX,NFO,5.000000
61386,NIFTY29MAY2521300PE,NIFTY,29MAY2025,2130000.000000,75,OPTIDX,NFO,5.000000
61394,NIFTY29MAY2521450PE,NIFTY,29MAY2025,2145000.000000,75,OPTIDX,NFO,5.000000
61396,NIFTY29MAY2521500PE,NIFTY,29MAY2025,2150000.000000,75,OPTIDX,NFO,5.000000
61408,MIDCPNIFTY26JUN2511775PE,MIDCPNIFTY,26JUN2025,1177500.000000,120,OPTIDX,NFO,5.000000
61400,NIFTY29MAY2521600PE,NIFTY,29MAY2025,2160000.000000,75,OPTIDX,NFO,5.000000
61433,MIDCPNIFTY26JUN2512075CE,MIDCPNIFTY,26JUN2025,1207500.000000,120,OPTIDX,NFO,5.000000
61444,MIDCPNIFTY26JUN2512200PE,MIDCPNIFTY,26JUN2025,1220000.000000,120,OPTIDX,NFO,5.000000
61415,MIDCPNIFTY26JUN2511850CE,MIDCPNIFTY,26JUN2025,1185000.000000,120,OPTIDX,NFO,5.000000
61427,MIDCPNIFTY26JUN2512000CE,MIDCPNIFTY,26JUN2025,1200000.000000,120,OPTIDX,NFO,5.000000
61469,NIFTY29MAY2521750CE,NIFTY,29MAY2025,2175000.000000,75,OPTIDX,NFO,5.000000
61489,NIFTY29MAY2522100CE,NIFTY,29MAY2025,2210000.000000,75,OPTIDX,NFO,5.000000
61503,NIFTY29MAY2522450CE,NIFTY,29MAY2025,2245000.000000,75,OPTIDX,NFO,5.000000
61513,NIFTY29MAY2522700CE,NIFTY,29MAY2025,2270000.000000,75,OPTIDX,NFO,5.000000
61560,NIFTY29MAY2523850PE,NIFTY,29MAY2025,2385000.000000,75,OPTIDX,NFO,5.000000
61518,NIFTY29MAY2522800PE,NIFTY,29MAY2025,2280000.000000,75,OPTIDX,NFO,5.000000
61521,NIFTY29MAY2522900CE,NIFTY,29MAY2025,2290000.000000,75,OPTIDX,NFO,5.000000
61609,MIDCPNIFTY26JUN2513100CE,MIDCPNIFTY,26JUN2025,1310000.000000,120,OPTIDX,NFO,5.000000
61659,NIFTY27DEC2921000CE,NIFTY,27DEC2029,2100000.000000,75,OPTIDX,NFO,5.000000
61675,NIFTY29MAY2524300CE,NIFTY,29MAY2025,2430000.000000,75,OPTIDX,NFO,5.000000
61745,NIFTY27DEC2922000PE,NIFTY,27DEC2029,2200000.000000,75,OPTIDX,NFO,5.000000
61721,BANKNIFTY25SEP2540500CE,BANKNIFTY,25SEP2025,4050000.000000,30,OPTIDX,NFO,5.000000
61767,NIFTY29MAY2525300CE,NIFTY,29MAY2025,2530000.000000,75,OPTIDX,NFO,5.000000
61768,NIFTY29MAY2525300PE,NIFTY,29MAY2025,2530000.000000,75,OPTIDX,NFO,5.000000
61774,NIFTY29MAY2525400PE,NIFTY,29MAY2025,2540000.000000,75,OPTIDX,NFO,5.000000
61858,NIFTY27DEC2928000CE,NIFTY,27DEC2029,2800000.000000,75,OPTIDX,NFO,5.000000
62139,NIFTY26JUN2521400CE,NIFTY,26JUN2025,2140000.000000,75,OPTIDX,NFO,5.000000
62145,NIFTY26JUN2521550CE,NIFTY,26JUN2025,2155000.000000,75,OPTIDX,NFO,5.000000
62147,NIFTY26JUN2521600CE,NIFTY,26JUN2025,2160000.000000,75,OPTIDX,NFO,5.000000
62142,NIFTY26JUN2521450PE,NIFTY,26JUN2025,2145000.000000,75,OPTIDX,NFO,5.000000
62149,NIFTY26JUN2521650CE,NIFTY,26JUN2025,2165000.000000,75,OPTIDX,NFO,5.000000
57130,BANKNIFTY29MAY25FUT,BANKNIFTY,29MAY2025,-1.000000,30,FUTIDX,NFO,5.000000
57633,BANKNIFTY26JUN2546700PE,BANKNIFTY,26JUN2025,4670000.000000,30,OPTIDX,NFO,5.000000
57638,BANKNIFTY26JUN2547000CE,BANKNIFTY,26JUN2025,4700000.000000,30,OPTIDX,NFO,5.000000
57631,BANKNIFTY26JUN2546600PE,BANKNIFTY,26JUN2025,4660000.000000,30,OPTIDX,NFO,5.000000
57618,BANKNIFTY26JUN2545900CE,BANKNIFTY,26JUN2025,4590000.000000,30,OPTIDX,NFO,5.000000
57649,BANKNIFTY26JUN2547400PE,BANKNIFTY,26JUN2025,4740000.000000,30,OPTIDX,NFO,5.000000
57654,BANKNIFTY26JUN2547700CE,BANKNIFTY,26JUN2025,4770000.000000,30,OPTIDX,NFO,5.000000
57669,BANKNIFTY26JUN2548500PE,BANKNIFTY,26JUN2025,4850000.000000,30,OPTIDX,NFO,5.000000
57681,BANKNIFTY26JUN2549100PE,BANKNIFTY,26JUN2025,4910000.000000,30,OPTIDX,NFO,5.000000
57684,BANKNIFTY26JUN2549300CE,BANKNIFTY,26JUN2025,4930000.000000,30,OPTIDX,NFO,5.000000
57682,BANKNIFTY26JUN2549200CE,BANKNIFTY,26JUN2025,4920000.000000,30,OPTIDX,NFO,5.000000
57780,BANKNIFTY26JUN2552800PE,BANKNIFTY,26JUN2025,5280000.000000,30,OPTIDX,NFO,5.000000
57712,BANKNIFTY26JUN2550400PE,BANKNIFTY,26JUN2025,5040000.000000,30,OPTIDX,NFO,5.000000
57787,BANKNIFTY26JUN2553100PE,BANKNIFTY,26JUN2025,5310000.000000,30,OPTIDX,NFO,5.000000
57790,BANKNIFTY26JUN2553300CE,BANKNIFTY,26JUN2025,5330000.000000,30,OPTIDX,NFO,5.000000
57847,BANKNIFTY26JUN2555900CE,BANKNIFTY,26JUN2025,5590000.000000,30,OPTIDX,NFO,5.000000
57809,BANKNIFTY26JUN2554300CE,BANKNIFTY,26JUN2025,5430000.000000,30,OPTIDX,NFO,5.000000
57853,BANKNIFTY26JUN2556200CE,BANKNIFTY,26JUN2025,5620000.000000,30,OPTIDX,NFO,5.000000
58090,BANKNIFTY29MAY2542000CE,BANKNIFTY,29MAY2025,4200000.000000,30,OPTIDX,NFO,5.000000
58150,BANKNIFTY29MAY2543500CE,BANKNIFTY,29MAY2025,4350000.000000,30,OPTIDX,NFO,5.000000
58169,BANKNIFTY29MAY2543800PE,BANKNIFTY,29MAY2025,4380000.000000,30,OPTIDX,NFO,5.000000
58198,BANKNIFTY29MAY2544200PE,BANKNIFTY,29MAY2025,4420000.000000,30,OPTIDX,NFO,5.000000
58245,BANKNIFTY29MAY2546000CE,BANKNIFTY,29MAY2025,4600000.000000,30,OPTIDX,NFO,5.000000
58213,BANKNIFTY29MAY2544700CE,BANKNIFTY,29MAY2025,4470000.000000,30,OPTIDX,NFO,5.000000
58214,BANKNIFTY29MAY2544700PE,BANKNIFTY,29MAY2025,4470000.000000,30,OPTIDX,NFO,5.000000
58312,BANKNIFTY29MAY2548900PE,BANKNIFTY,29MAY2025,4890000.000000,30,OPTIDX,NFO,5.000000
58267,BANKNIFTY29MAY2547000CE,BANKNIFTY,29MAY2025,4700000.000000,30,OPTIDX,NFO,5.000000
58268,BANKNIFTY29MAY2547000PE,BANKNIFTY,29MAY2025,4700000.000000,30,OPTIDX,NFO,5.000000
58298,BANKNIFTY29MAY2548300PE,BANKNIFTY,29MAY2025,4830000.000000,30,OPTIDX,NFO,5.000000
58386,BANKNIFTY29MAY2551700CE,BANKNIFTY,29MAY2025,5170000.000000,30,OPTIDX,NFO,5.000000
58314,BANKNIFTY29MAY2549000PE,BANKNIFTY,29MAY2025,4900000.000000,30,OPTIDX,NFO,5.000000
58327,BANKNIFTY29MAY2549600CE,BANKNIFTY,29MAY2025,4960000.000000,30,OPTIDX,NFO,5.000000
58476,BANKNIFTY29MAY2552600PE,BANKNIFTY,29MAY2025,5260000.000000,30,OPTIDX,NFO,5.000000
58477,BANKNIFTY29MAY2552700CE,BANKNIFTY,29MAY2025,5270000.000000,30,OPTIDX,NFO,5.000000
58484,BANKNIFTY29MAY2552800PE,BANKNIFTY,29MAY2025,5280000.000000,30,OPTIDX,NFO,5.000000
58501,BANKNIFTY29MAY2553200CE,BANKNIFTY,29MAY2025,5320000.000000,30,OPTIDX,NFO,5.000000
58521,BANKNIFTY29MAY2553400CE,BANKNIFTY,29MAY2025,5340000.000000,30,OPTIDX,NFO,5.000000
58533,BANKNIFTY26MAR2652500PE,BANKNIFTY,26MAR2026,5250000.000000,30,OPTIDX,NFO,5.000000
58526,BANKNIFTY29MAY2553600PE,BANKNIFTY,29MAY2025,5360000.000000,30,OPTIDX,NFO,5.000000
58529,BANKNIFTY29MAY2553700PE,BANKNIFTY,29MAY2025,5370000.000000,30,OPTIDX,NFO,5.000000
58522,BANKNIFTY29MAY2553400PE,BANKNIFTY,29MAY2025,5340000.000000,30,OPTIDX,NFO,5.000000
58544,BANKNIFTY29MAY2554300CE,BANKNIFTY,29MAY2025,5430000.000000,30,OPTIDX,NFO,5.000000
58546,BANKNIFTY29MAY2554400CE,BANKNIFTY,29MAY2025,5440000.000000,30,OPTIDX,NFO,5.000000
58549,BANKNIFTY29MAY2554500CE,BANKNIFTY,29MAY2025,5450000.000000,30,OPTIDX,NFO,5.000000
58559,BANKNIFTY29MAY2555000CE,BANKNIFTY,29MAY2025,5500000.000000,30,OPTIDX,NFO,5.000000
58583,BANKNIFTY29MAY2556200CE,BANKNIFTY,29MAY2025,5620000.000000,30,OPTIDX,NFO,5.000000
58594,BANKNIFTY29MAY2556700PE,BANKNIFTY,29MAY2025,5670000.000000,30,OPTIDX,NFO,5.000000
58608,BANKNIFTY26MAR2657000CE,BANKNIFTY,26MAR2026,5700000.000000,30,OPTIDX,NFO,5.000000
58602,BANKNIFTY26MAR2655500PE,BANKNIFTY,26MAR2026,5550000.000000,30,OPTIDX,NFO,5.000000
58647,NIFTY31DEC2621000PE,NIFTY,31DEC2026,2100000.000000,75,OPTIDX,NFO,5.000000
58666,BANKNIFTY29MAY2558000PE,BANKNIFTY,29MAY2025,5800000.000000,30,OPTIDX,NFO,5.000000
58610,BANKNIFTY26MAR2658500CE,BANKNIFTY,26MAR2026,5850000.000000,30,OPTIDX,NFO,5.000000
58755,FINNIFTY24APR2523650PE,FINNIFTY,24APR2025,2365000.000000,65,OPTIDX,NFO,5.000000
58772,FINNIFTY24APR2524250PE,FINNIFTY,24APR2025,2425000.000000,65,OPTIDX,NFO,5.000000
58821,FINNIFTY24APR2524750PE,FINNIFTY,24APR2025,2475000.000000,65,OPTIDX,NFO,5.000000
58908,FINNIFTY24APR2525350PE,FINNIFTY,24APR2025,2535000.000000,65,OPTIDX,NFO,5.000000
58900,FINNIFTY24APR2525150PE,FINNIFTY,24APR2025,2515000.000000,65,OPTIDX,NFO,5.000000
58909,FINNIFTY24APR2525450CE,FINNIFTY,24APR2025,2545000.000000,65,OPTIDX,NFO,5.000000
59607,FINNIFTY26JUN2522700CE,FINNIFTY,26JUN2025,2270000.000000,65,OPTIDX,NFO,5.000000
59713,FINNIFTY29MAY2521400PE,FINNIFTY,29MAY2025,2140000.000000,65,OPTIDX,NFO,5.000000
59727,FINNIFTY29MAY2522000PE,FINNIFTY,29MAY2025,2200000.000000,65,OPTIDX,NFO,5.000000
59747,FINNIFTY29MAY2522700PE,FINNIFTY,29MAY2025,2270000.000000,65,OPTIDX,NFO,5.000000
59761,FINNIFTY26JUN2522900CE,FINNIFTY,26JUN2025,2290000.000000,65,OPTIDX,NFO,5.000000
59802,FINNIFTY26JUN2523400PE,FINNIFTY,26JUN2025,2340000.000000,65,OPTIDX,NFO,5.000000
59822,FINNIFTY26JUN2523600PE,FINNIFTY,26JUN2025,2360000.000000,65,OPTIDX,NFO,5.000000
59833,FINNIFTY26JUN2523800CE,FINNIFTY,26JUN2025,2380000.000000,65,OPTIDX,NFO,5.000000
59836,FINNIFTY26JUN2523900PE,FINNIFTY,26JUN2025,2390000.000000,65,OPTIDX,NFO,5.000000
59846,FINNIFTY26JUN2524400PE,FINNIFTY,26JUN2025,2440000.000000,65,OPTIDX,NFO,5.000000
59862,FINNIFTY26JUN2525200PE,FINNIFTY,26JUN2025,2520000.000000,65,OPTIDX,NFO,5.000000
59867,FINNIFTY26JUN2525400CE,FINNIFTY,26JUN2025,2540000.000000,65,OPTIDX,NFO,5.000000
59869,FINNIFTY26JUN2525500CE,FINNIFTY,26JUN2025,2550000.000000,65,OPTIDX,NFO,5.000000
59884,FINNIFTY26JUN2525800PE,FINNIFTY,26JUN2025,2580000.000000,65,OPTIDX,NFO,5.000000
59913,FINNIFTY26JUN2526600CE,FINNIFTY,26JUN2025,2660000.000000,65,OPTIDX,NFO,5.000000
59941,FINNIFTY26JUN2527500CE,FINNIFTY,26JUN2025,2750000.000000,65,OPTIDX,NFO,5.000000
59923,FINNIFTY26JUN2527000CE,FINNIFTY,26JUN2025,2700000.000000,65,OPTIDX,NFO,5.000000
60070,FINNIFTY29MAY2526400PE,FINNIFTY,29MAY2025,2640000.000000,65,OPTIDX,NFO,5.000000
60087,FINNIFTY29MAY2526800CE,FINNIFTY,29MAY2025,2680000.000000,65,OPTIDX,NFO,5.000000
60511,MIDCPNIFTY29MAY2510075CE,MIDCPNIFTY,29MAY2025,1007500.000000,120,OPTIDX,NFO,5.000000
60142,BANKNIFTY24DEC2555500CE,BANKNIFTY,24DEC2025,5550000.000000,30,OPTIDX,NFO,5.000000
60114,BANKNIFTY24DEC2546500PE,BANKNIFTY,24DEC2025,4650000.000000,30,OPTIDX,NFO,5.000000
